,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W03.wav
2548,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N51.wav
48,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02F01.wav
2331,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A24.wav
945,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11N04.wav
1540,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N23.wav
926,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S04.wav
2247,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N04.wav
2870,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21H08.wav
2027,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S01.wav
453,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A15.wav
1978,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20A04.wav
833,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S06.wav
1281,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N09.wav
1761,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17N01.wav
1961,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17A01.wav
2431,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A22.wav
1017,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M52S04.wav
1177,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S17.wav
2257,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A05.wav
205,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A22.wav
1743,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A02.wav
222,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N06.wav
369,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S03.wav
2432,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N76.wav
2176,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36S06.wav
1497,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31A02.wav
1572,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A33.wav
2710,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09W01.wav
1556,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34S04.wav
219,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17N08.wav
2608,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16S02.wav
2894,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A10.wav
626,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A05.wav
1531,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N15.wav
1300,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A17.wav
70,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S10.wav
1460,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M45N04.wav
696,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A37.wav
818,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A09.wav
1800,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N40.wav
1869,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A04.wav
1124,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A24.wav
2948,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N46.wav
2980,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H06.wav
2971,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A34.wav
2578,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A50.wav
2601,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09N01.wav
327,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A03.wav
1995,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A07.wav
920,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A09.wav
1428,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N06.wav
1185,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20A05.wav
2337,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A37.wav
1698,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N15.wav
30,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S27.wav
1747,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N05.wav
2924,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A05.wav
1523,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N79.wav
2826,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14N05.wav
726,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N74.wav
1892,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N69.wav
2815,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N18.wav
2849,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N06.wav
2228,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A51.wav
2417,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A01.wav
471,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A13.wav
2289,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N17.wav
1826,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A21.wav
465,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02S01.wav
262,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N25.wav
2078,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03W06.wav
503,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N16.wav
2866,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W07.wav
1979,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N34.wav
104,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21H11.wav
1360,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26S04.wav
1483,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13W01.wav
2102,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03W04.wav
1240,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02W05.wav
283,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N48.wav
1987,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N20.wav
1816,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24S02.wav
911,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N14.wav
897,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S13.wav
658,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05A01.wav
2525,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N38.wav
395,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A12.wav
2054,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N12.wav
997,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N05.wav
532,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S40.wav
2479,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29N04.wav
1898,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30N07.wav
2899,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H02.wav
175,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N01.wav
2180,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A51.wav
1617,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S06.wav
1301,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A22.wav
1994,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N02.wav
1343,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H01.wav
1456,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11H04.wav
57,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N14.wav
1969,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02N01.wav
1863,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32S01.wav
2563,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A02.wav
1920,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S01.wav
2448,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A05.wav
1568,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05W01.wav
1465,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N21.wav
419,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S23.wav
1022,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A21.wav
2656,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25N02.wav
380,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A44.wav
600,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N11.wav
1840,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A05.wav
20,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N28.wav
2211,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S09.wav
774,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S03.wav
1305,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A19.wav
2841,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S09.wav
2666,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07N04.wav
2719,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N17.wav
1397,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A14.wav
2423,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30N08.wav
528,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A13.wav
220,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S14.wav
2106,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06N05.wav
282,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21H04.wav
1009,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S12.wav
1423,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A04.wav
2531,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A11.wav
2325,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A12.wav
269,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N03.wav
223,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W20.wav
1377,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S11.wav
2315,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N37.wav
2344,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A28.wav
979,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W05.wav
2291,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A07.wav
1918,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18S02.wav
2550,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48S01.wav
202,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N64.wav
2568,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S04.wav
1697,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A41.wav
856,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N12.wav
133,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N29.wav
1005,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S10.wav
1891,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A20.wav
2145,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A28.wav
933,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S14.wav
2290,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A37.wav
2039,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N03.wav
2062,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A06.wav
1218,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A03.wav
2561,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N08.wav
501,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M54S01.wav
2215,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F26N02.wav
2234,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A05.wav
2143,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N26.wav
2609,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A61.wav
1035,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A40.wav
426,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N10.wav
1464,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N37.wav
2067,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W13.wav
1541,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20W01.wav
1055,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N15.wav
2584,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A21.wav
1791,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N59.wav
1793,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N09.wav
668,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H02.wav
745,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A41.wav
2900,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19F01.wav
1010,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N06.wav
1353,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S13.wav
1726,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30N01.wav
732,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N20.wav
2703,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02N03.wav
998,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S04.wav
266,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A21.wav
823,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19N04.wav
2427,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A03.wav
1375,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A47.wav
1292,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09H03.wav
963,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46A01.wav
445,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22A06.wav
610,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N05.wav
490,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A06.wav
1071,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A16.wav
2535,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A03.wav
415,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A16.wav
1350,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F15A06.wav
1290,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A11.wav
2744,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A39.wav
2527,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22A01.wav
2019,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A17.wav
2557,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N10.wav
2863,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A25.wav
2762,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15A02.wav
571,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N26.wav
1090,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H04.wav
2936,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A09.wav
667,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A41.wav
764,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N01.wav
1727,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09N03.wav
323,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A18.wav
256,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A09.wav
2749,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N19.wav
2245,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A18.wav
2592,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A44.wav
2637,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A23.wav
2722,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S01.wav
1848,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A36.wav
1672,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A23.wav
793,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N01.wav
1837,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A52.wav
611,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A21.wav
169,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N01.wav
1704,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09H04.wav
1304,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N03.wav
1505,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N07.wav
2267,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A54.wav
105,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N55.wav
843,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N14.wav
980,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28S03.wav
2459,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N06.wav
2616,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N02.wav
2227,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22W03.wav
163,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A01.wav
2370,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N15.wav
539,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A09.wav
2830,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A25.wav
599,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A05.wav
2411,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A06.wav
2844,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H09.wav
1914,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H08.wav
2820,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S37.wav
1095,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S10.wav
1039,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22W04.wav
1303,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S02.wav
639,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A50.wav
1842,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A01.wav
1838,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A36.wav
2547,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A11.wav
2395,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N43.wav
536,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N09.wav
733,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S10.wav
1480,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S43.wav
393,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A05.wav
548,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03H05.wav
1222,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A03.wav
2523,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N47.wav
52,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03N04.wav
2042,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A52.wav
79,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S19.wav
1330,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19N02.wav
1811,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N06.wav
2699,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S15.wav
2606,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05H01.wav
2536,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A03.wav
15,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A06.wav
2644,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N38.wav
1622,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N01.wav
985,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W19.wav
2301,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N32.wav
2439,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N14.wav
2133,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A18.wav
1358,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A22.wav
1236,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W08.wav
46,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S01.wav
2518,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36N01.wav
1098,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W23.wav
852,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N22.wav
1434,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N18.wav
2510,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A22.wav
2130,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A24.wav
1534,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A24.wav
421,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N07.wav
789,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N04.wav
768,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41N02.wav
1723,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S07.wav
1659,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N02.wav
1895,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N04.wav
1265,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02W01.wav
1635,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A13.wav
848,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N58.wav
2004,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N68.wav
2816,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11H05.wav
1984,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S06.wav
757,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S06.wav
752,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A39.wav
2398,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A06.wav
1316,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S14.wav
853,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M10A01.wav
2470,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27W02.wav
2986,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N04.wav
540,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A16.wav
494,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A04.wav
1323,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41W04.wav
248,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A07.wav
1207,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N37.wav
336,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A15.wav
61,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44S05.wav
64,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N19.wav
523,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N04.wav
2264,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A26.wav
614,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34H02.wav
2132,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A32.wav
2397,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A10.wav
243,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N08.wav
2175,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A17.wav
2008,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S02.wav
1295,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N15.wav
2832,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30A04.wav
2460,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16S03.wav
2974,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22H01.wav
567,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H07.wav
2160,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A07.wav
2738,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N02.wav
1187,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34S01.wav
1072,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N18.wav
1703,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20W05.wav
346,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A07.wav
2095,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H05.wav
1781,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S14.wav
2763,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11W01.wav
815,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M55N04.wav
798,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A41.wav
820,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36N03.wav
1911,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07F03.wav
992,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S03.wav
2753,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26S01.wav
1076,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A01.wav
1399,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A06.wav
1108,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A07.wav
29,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A21.wav
1163,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14N04.wav
1028,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A30.wav
2613,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25S08.wav
2776,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N12.wav
917,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N57.wav
144,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N10.wav
2730,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06A02.wav
2778,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A04.wav
253,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A10.wav
2735,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26F01.wav
844,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11S03.wav
2478,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02H03.wav
1648,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S20.wav
2901,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17S01.wav
463,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N56.wav
1897,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03N04.wav
1112,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25A04.wav
